fpid,doi,population,intervention,intervention_matrix,control,control_matrix,f_pclass_tier0,policy_class_codes,policy_class_names
Organic fertilisation,10.1007/s10705-017-9903-5,"Wheat, barley, corn and rice.",Organic amendments (OA) + mineral fertilisers (MF),Organic fertilisation,Mineral fertilisation,Mineral fertilisation,Fertilisation and soil amendments,F4X,Use of specific fertilizer types or manure (F4X)
Organic fertilisation,10.1007/s10705-017-9903-5,"Wheat, barley, corn and rice.",Organic amendments (OA) + mineral fertilisers (MF),Organic fertilisation,Mineral fertilisation,Mineral fertilisation,Fertilisation and soil amendments,F4X,Use of specific fertilizer types or manure (F4X)
Organic fertilisation,10.1007/s10705-017-9903-5,"Wheat, barley, corn and rice.",Organic amendments (OA) + mineral fertilisers (MF),Organic fertilisation,Mineral fertilisation,Mineral fertilisation,Fertilisation and soil amendments,F4X,Use of specific fertilizer types or manure (F4X)
Organic fertilisation,10.1007/s10705-017-9903-5,"Wheat, barley, corn and rice.",Organic amendments (OA) + mineral fertilisers (MF),Organic fertilisation,Mineral fertilisation,Mineral fertilisation,Fertilisation and soil amendments,F4X,Use of specific fertilizer types or manure (F4X)
Organic fertilisation,10.1007/s10705-017-9903-5,"Wheat, barley, corn and rice.",Organic amendments (OA) + mineral fertilisers (MF),Organic fertilisation,Mineral fertilisation,Mineral fertilisation,Fertilisation and soil amendments,F4X,Use of specific fertilizer types or manure (F4X)
Organic fertilisation,10.1007/s10705-017-9903-5,"Wheat, barley, corn and rice.",Organic amendments (OA) + mineral fertilisers (MF),Organic fertilisation,Mineral fertilisation,Mineral fertilisation,Fertilisation and soil amendments,F4X,Use of specific fertilizer types or manure (F4X)
Organic fertilisation,10.1007/s10705-017-9903-5,"Wheat, barley, corn and rice.",Organic amendments (OA) + mineral fertilisers (MF),Organic fertilisation,Mineral fertilisation,Mineral fertilisation,Fertilisation and soil amendments,F4X,Use of specific fertilizer types or manure (F4X)
Organic fertilisation,10.1007/s10705-017-9903-5,"Wheat, barley, corn and rice.",Organic amendments (OA) + mineral fertilisers (MF),Organic fertilisation,Mineral fertilisation,Mineral fertilisation,Fertilisation and soil amendments,F4X,Use of specific fertilizer types or manure (F4X)
Organic fertilisation,10.1007/s10705-017-9903-5,"Wheat, barley, corn and rice.",Organic amendments (OA) + mineral fertilisers (MF),Organic fertilisation,Mineral fertilisation,Mineral fertilisation,Fertilisation and soil amendments,F4X,Use of specific fertilizer types or manure (F4X)
Organic fertilisation,10.1007/s10705-017-9903-5,"Wheat, barley, corn and rice.",Organic amendments (OA) + mineral fertilisers (MF),Organic fertilisation,Mineral fertilisation,Mineral fertilisation,Fertilisation and soil amendments,F4X,Use of specific fertilizer types or manure (F4X)
Organic fertilisation,10.1007/s10705-017-9903-5,"Wheat, barley, corn and rice.",Organic amendments (OA) + mineral fertilisers (MF),Organic fertilisation,Mineral fertilisation,Mineral fertilisation,Fertilisation and soil amendments,F4X,Use of specific fertilizer types or manure (F4X)
Organic fertilisation,10.1007/s10705-017-9903-5,"Wheat, barley, corn and rice.",Organic amendments (OA) + mineral fertilisers (MF),Organic fertilisation,Mineral fertilisation,Mineral fertilisation,Fertilisation and soil amendments,F4X,Use of specific fertilizer types or manure (F4X)
Organic fertilisation,10.1007/s10705-017-9903-5,"Wheat, barley, corn and rice.",Organic amendments (OA) + mineral fertilisers (MF),Organic fertilisation,No fertilisation,No fertilisation,Fertilisation and soil amendments,F111|,Ban on organic fertiliser (F111)
Crop residue management,10.1007/s10705-017-9903-5,"Cropland (wheat, barley, maize and rice)",Straw retention with mineral fertiliser,Crop residue retention,Straw removal with mineral fertilisation,Crop residue removal,Soil management,S22,"Crop residues left on soil, leaving stubbles on the field (S22)"
Crop residue management,10.1007/s10705-017-9903-5,"Cropland (wheat, barley, maize and rice)",Straw retention with mineral fertiliser,Crop residue retention,Straw removal with mineral fertilisation,Crop residue removal,Soil management,S22,"Crop residues left on soil, leaving stubbles on the field (S22)"
Crop residue management,10.1007/s10705-017-9903-5,"Cropland (wheat, barley, maize and rice)",Straw retention with mineral fertiliser,Crop residue retention,Straw removal with mineral fertilisation,Crop residue removal,Soil management,S22,"Crop residues left on soil, leaving stubbles on the field (S22)"
Organic fertilisation,10.1007/s10705-017-9903-5,"Wheat, barley, corn and rice",Organic amendments (OA) + mineral fertilisers (MF),Organic fertilisation,Mineral fertilisation,Mineral fertilisation,Fertilisation and soil amendments,F4X,Use of specific fertilizer types or manure (F4X)
Organic fertilisation,10.1007/s10705-017-9903-5,"Wheat, barley, corn and rice",Organic amendments (OA) + mineral fertilisers (MF),Organic fertilisation,No fertilisation,No fertilisation,Fertilisation and soil amendments,F111|,Ban on organic fertiliser (F111)
Organic fertilisation,10.1007/s10705-017-9903-5,"Wheat, barley, corn and rice",Organic amendments (OA) + mineral fertilisers (MF),Organic fertilisation,Mineral fertilisation,Mineral fertilisation,Fertilisation and soil amendments,F4X,Use of specific fertilizer types or manure (F4X)
Organic fertilisation,10.1007/s10705-017-9903-5,"Wheat, barley, corn and rice",Organic amendments (OA) + mineral fertilisers (MF),Organic fertilisation,No fertilisation,No fertilisation,Fertilisation and soil amendments,F111|,Ban on organic fertiliser (F111)
Organic fertilisation,10.1007/s10705-017-9903-5,"Wheat, barley, corn and rice",Organic amendments (OA) + mineral fertilisers (MF),Organic fertilisation,No fertilisation,No fertilisation,Fertilisation and soil amendments,F111|,Ban on organic fertiliser (F111)
Organic fertilisation,10.1007/s10705-017-9903-5,"Wheat, barley, corn and rice",Organic amendments (OA) + mineral fertilisers (MF),Organic fertilisation,No fertilisation,No fertilisation,Fertilisation and soil amendments,F111|,Ban on organic fertiliser (F111)
Organic fertilisation,10.1007/s10705-017-9903-5,"Wheat, barley, corn and rice",Organic amendments (OA) + mineral fertilisers (MF),Organic fertilisation,No fertilisation,No fertilisation,Fertilisation and soil amendments,F111|,Ban on organic fertiliser (F111)
Organic fertilisation,10.1007/s10705-017-9903-5,"Wheat, barley, corn and rice",Organic amendments (OA) + mineral fertilisers (MF),Organic fertilisation,No fertilisation,No fertilisation,Fertilisation and soil amendments,F111|,Ban on organic fertiliser (F111)
Organic fertilisation,10.1007/s10705-017-9903-5,"Wheat, barley, corn and rice",Organic amendments (OA) + mineral fertilisers (MF),Organic fertilisation,No fertilisation,No fertilisation,Fertilisation and soil amendments,F111|,Ban on organic fertiliser (F111)
Organic fertilisation,10.1007/s10705-017-9903-5,"Wheat, barley, corn and rice",Organic amendments (OA) + mineral fertilisers (MF),Organic fertilisation,No fertilisation,No fertilisation,Fertilisation and soil amendments,F111|,Ban on organic fertiliser (F111)
Organic fertilisation,10.1007/s10705-017-9903-5,"Wheat, barley, corn and rice",Organic amendments (OA) + mineral fertilisers (MF),Organic fertilisation,No fertilisation,No fertilisation,Fertilisation and soil amendments,F111|,Ban on organic fertiliser (F111)
Organic fertilisation,10.1007/s10705-017-9903-5,"Wheat, barley, corn and rice",Organic amendments (OA) + mineral fertilisers (MF),Organic fertilisation,No fertilisation,No fertilisation,Fertilisation and soil amendments,F111|,Ban on organic fertiliser (F111)
Organic fertilisation,10.1007/s10705-017-9903-5,"Wheat, barley, corn and rice.",Organic amendments (OA) + mineral fertilisers (MF),Organic fertilisation,Mineral fertilisation,Mineral fertilisation,Fertilisation and soil amendments,F4X,Use of specific fertilizer types or manure (F4X)
Organic fertilisation,10.1007/s10705-017-9903-5,"Wheat, barley, corn and rice.",Organic amendments (OA) + mineral fertilisers (MF),Organic fertilisation,No fertilisation,No fertilisation,Fertilisation and soil amendments,F111|,Ban on organic fertiliser (F111)
Organic fertilisation,10.1007/s10705-017-9903-5,"Wheat, barley, corn and rice.",Organic amendments (OA) + mineral fertilisers (MF),Organic fertilisation,Mineral fertilisation,Mineral fertilisation,Fertilisation and soil amendments,F4X,Use of specific fertilizer types or manure (F4X)
Organic fertilisation,10.1007/s10705-017-9903-5,"Wheat, barley, corn and rice.",Organic amendments (OA) + mineral fertilisers (MF),Organic fertilisation,Mineral fertilisation,Mineral fertilisation,Fertilisation and soil amendments,F4X,Use of specific fertilizer types or manure (F4X)
Organic fertilisation,10.1007/s10705-017-9903-5,"Wheat, barley, corn and rice.",Organic amendments (OA) + mineral fertilisers (MF),Organic fertilisation,Mineral fertilisation,Mineral fertilisation,Fertilisation and soil amendments,F4X,Use of specific fertilizer types or manure (F4X)
Organic fertilisation,10.1007/s10705-017-9903-5,"Wheat, barley, corn and rice.",Organic amendments (OA) + mineral fertilisers (MF),Organic fertilisation,No fertilisation,No fertilisation,Fertilisation and soil amendments,F111|,Ban on organic fertiliser (F111)
