fpid,doi,population,intervention,control,metric,effect_size,impact_matrix,impact_positive_effect
Livestock feeding techniques,10.1016/j.jclepro.2021.128130,Swine,Increased dietary NDF (%) in the feed,No or low dietary fibers,Urine N output: Fecal N output,Not applicable (regression),Nutrient excretion,decrease
Livestock feeding techniques,10.3390/ani11113317,"Ruminants (lactating dairy cows, heifers, and beef cattle, both steers, bulls, goats and sheep) in vivo and in situ","Tannins (condensed tannins (CT), hydrolysable tannins (HT), obtained from chestnut, quebracho, acacia, green tea, pistachio, mimosa, fruit by-product such as grape pomace and pomegranate peel, gallnut, as well as commercial or unspecified tannin)",Diets without tannins,Neutral detergent fibre intake (NDFI),Not applicable (regression),Animal production,increase
Livestock feeding techniques,10.1111/asj.13765,Ruminants,Tannins (condensed tannins),No tannins,CH4 (L/kg BW0.75),Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.1016/j.jclepro.2021.128130,Swine,Increased dietary ADF (%) in the feed,No or low dietary fibers,Fecal N excretion,Not applicable (regression),Nutrient excretion,decrease
Livestock feeding techniques,10.17221/124/2022-cjas,"In vivo experiments (sheep, goat, beef cattle, dairy cattle)",Biochar as feed additive,No biochar (all studies included the 0 dose),Average daily intake,Not applicable (regression),Animal production,increase
Livestock feeding techniques,10.5398/tasj.2023.46.1.74,Ruminants,Dietary nitrate addition,No dietary nitrate supplementation,CH4 emission/GEI,Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.1111/jpn.13853,Small ruminants,Sainfoin silage,other forages‐based silages,Fecal N excretion,not applicable (regression),Nutrient excretion,decrease
Livestock feeding techniques,10.3390/ani11113317,"Ruminants (lactating dairy cows, heifers, and beef cattle, both steers, bulls, goats and sheep) in vivo and in situ","Tannins (condensed tannins (CT), hydrolysable tannins (HT), obtained from chestnut, quebracho, acacia, green tea, pistachio, mimosa, fruit by-product such as grape pomace and pomegranate peel, gallnut, as well as commercial or unspecified tannin)",Diets without tannins,Organic matter intake (OMI),Not applicable (regression),Animal production,increase
Livestock feeding techniques,10.1111/jpn.13853,Small ruminants,Sainfoin silage,other forages‐based silages,Urinary N excretion,not applicable (regression),Nutrient excretion,decrease
Livestock feeding techniques,10.1111/jpn.13367,"Ruminants (in vitro) (dairy cattle, lamb, sheep, steer, yaks)",Medium-chain fatty acids,No medium-chain fatty acids,CH4 emission,Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.1016/j.jclepro.2021.128130,Swine,Increased dietary ADF (%) in the feed,No or low dietary fibers,Urinary N excretion,Not applicable (regression),Nutrient excretion,decrease
Livestock feeding techniques,10.1016/j.anifeedsci.2022.115503,Ruminants (in vivo),Macroalgae,No macroalgae,Dry matter Intake,Not applicable (regression),Animal production,increase
Livestock feeding techniques,10.1016/j.jclepro.2021.128130,Swine,Increased dietary NDF (%) in the feed,No or low dietary fibers,Urinary N excretion,Not applicable (regression),Nutrient excretion,decrease
Livestock feeding techniques,10.17221/124/2022-cjas,"In vivo experiments (sheep, goat, beef cattle, dairy cattle)",Biochar as feed additive,No biochar (all studies included the 0 dose),Feed conversion ratio,Not applicable (regression),Animal production,increase
Livestock feeding techniques,10.1016/j.anifeedsci.2022.115503,Ruminants (in vivo),Macroalgae - A. taxiformis,No macroalgae,CH4 emission,Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.1016/j.anifeedsci.2022.115503,Ruminants (in vivo),Macroalgae,No macroalgae,CH4 emission,Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.3390/ani11113317,"Ruminants (lactating dairy cows, heifers, and beef cattle, both steers, bulls, goats and sheep) in vivo and in situ","Tannins (condensed tannins (CT), hydrolysable tannins (HT), obtained from chestnut, quebracho, acacia, green tea, pistachio, mimosa, fruit by-product such as grape pomace and pomegranate peel, gallnut, as well as commercial or unspecified tannin)",Diets without tannins,Ratio between crude protein intake and metabolic body weight,Not applicable (regression),Animal production,increase
Livestock feeding techniques,10.5398/tasj.2023.46.1.74,Ruminants,Dietary nitrate addition,No dietary nitrate supplementation,CH4 emission/milk prod,Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.1016/j.jclepro.2021.128130,Swine,Increased dietary ADF (%) in the feed,No or low dietary fibers,Apparent Digestibility of Gross Energy (GE AHD),Not applicable (regression),Animal production,increase
Livestock feeding techniques,10.1111/jpn.13853,Dairy cows,Red clover silage,other forages‐based silages,Dry matter intake,not applicable (regression),Animal production,increase
Livestock feeding techniques,10.1111/jpn.13367,"Ruminants (in vitro) (dairy cattle, lamb, sheep, steer, yaks)",Medium-chain fatty acids,No medium-chain fatty acids,CH4 emissions/dry matter substrate,Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.1016/j.jclepro.2021.128130,Swine,Increased dietary NDF (%) in the feed,No or low dietary fibers,Apparent Digestibility of Gross Energy (GE AHD),Not applicable (regression),Animal production,increase
Livestock feeding techniques,10.1016/j.anifeedsci.2022.115503,Ruminants (in vivo),Macroalgae,No macroalgae,Milk yield,Not applicable (regression),Animal production,increase
Livestock feeding techniques,10.1016/j.anifeedsci.2022.115503,Ruminants (in vitro),Macroalgae,No macroalgae,CH4 mL/g DM,Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.5398/tasj.2023.46.1.74,Ruminants,Dietary nitrate addition,No dietary nitrate supplementation,CH4 emission/dry matter intake,Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.1016/j.anifeedsci.2022.115503,Ruminants (in vitro),Macroalgae,No macroalgae,CH4 reduction % - linear model,Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.1016/j.anifeedsci.2022.115503,Ruminants (in vitro),Macroalgae,No macroalgae,CH4 reduction % - quadratic model,Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.1016/j.anifeedsci.2022.115503,Ruminants (in vitro),Macroalgae,No macroalgae,CH4 mL/g OM - linear model,Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.1016/j.anifeedsci.2022.115503,Ruminants (in vitro),Macroalgae,No macroalgae,CH4 mL/g OM - quadratic model,Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.5398/tasj.2023.46.1.74,Ruminants,Dietary nitrate addition,No dietary nitrate supplementation,Milk yield,Not applicable (regression),Animal production,increase
Livestock feeding techniques,10.1111/jpn.13367,"Ruminants (in vitro) (dairy cattle, lamb, sheep, steer, yaks)",Medium-chain fatty acids,No medium-chain fatty acids,CH4 emissions/digested organic matter,Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.5713/ab.22.0258,Ruminants (cattle and sheep),Probiotic supplementation (Megasphaera elsdenii),No probiotic supplementation,CH4 emission,Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.3390/ani11113317,"Ruminants (lactating dairy cows, heifers, and beef cattle, both steers, bulls, goats and sheep) in vivo and in situ","Tannins (condensed tannins (CT), hydrolysable tannins (HT), obtained from chestnut, quebracho, acacia, green tea, pistachio, mimosa, fruit by-product such as grape pomace and pomegranate peel, gallnut, as well as commercial or unspecified tannin)",Diets without tannins,CH4 emission/dry matter intake,Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.1111/jpn.13853,Dairy cows,Red clover silage,other forages‐based silages,Milk yield,not applicable (regression),Animal production,increase
Livestock feeding techniques,10.1111/jpn.13367,"Ruminants (in vitro) (dairy cattle, lamb, sheep, steer, yaks)",Medium-chain fatty acids,No medium-chain fatty acids,Digested neutral detergent fibre,Not applicable (regression),Animal production,increase
Livestock feeding techniques,10.17221/124/2022-cjas,"In vivo experiments (sheep, goat, beef cattle, dairy cattle)",Biochar as feed additive,No biochar (all studies included the 0 dose),Methane ppm,Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.1111/asj.13765,Ruminants,Tannins (condensed tannins),No tannins,Fecal N excretion,Not applicable (regression),Nutrient excretion,decrease
Livestock feeding techniques,10.17221/124/2022-cjas,In vitro experiments,Biochar as feed additive,No biochar (all studies included the 0 dose),Methane emission,Not applicable (regression),GHG emissions,decrease
Livestock feeding techniques,10.3390/ani11113317,"Ruminants (lactating dairy cows, heifers, and beef cattle, both steers, bulls, goats and sheep) in vivo and in situ","Tannins (condensed tannins (CT), hydrolysable tannins (HT), obtained from chestnut, quebracho, acacia, green tea, pistachio, mimosa, fruit by-product such as grape pomace and pomegranate peel, gallnut, as well as commercial or unspecified tannin)",Diets without tannins,Fecal N excretion,Not applicable (regression),Nutrient excretion,decrease
Livestock feeding techniques,10.3390/ani11113317,"Ruminants (lactating dairy cows, heifers, and beef cattle, both steers, bulls, goats and sheep) in vivo and in situ","Tannins (condensed tannins (CT), hydrolysable tannins (HT), obtained from chestnut, quebracho, acacia, green tea, pistachio, mimosa, fruit by-product such as grape pomace and pomegranate peel, gallnut, as well as commercial or unspecified tannin)",Diets without tannins,Ratio between Neutral detergent fibre intake and metabolic body weight,Not applicable (regression),Animal production,increase
Livestock feeding techniques,10.1016/j.jclepro.2021.128130,Swine,Increased dietary NDF (%) in the feed,No or low dietary fibers,Apparent total tract digestibility (ATTD) of phosphorous,Not applicable (regression),Animal production,increase
Livestock feeding techniques,10.3390/ani11113317,"Ruminants (lactating dairy cows, heifers, and beef cattle, both steers, bulls, goats and sheep) in vivo and in situ","Tannins (condensed tannins (CT), hydrolysable tannins (HT), obtained from chestnut, quebracho, acacia, green tea, pistachio, mimosa, fruit by-product such as grape pomace and pomegranate peel, gallnut, as well as commercial or unspecified tannin)",Diets without tannins,Urinary N excretion,Not applicable (regression),Nutrient excretion,decrease
